"No.","Time","Source","Destination","Protocol","Length","Length","Info"
"213","0.121024","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=82545 Ack=1 Win=131072 Len=536 TSval=1121 TSecr=1119"
"215","0.122802","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=83081 Ack=1 Win=131072 Len=536 TSval=1123 TSecr=1121"
"216","0.122853","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=83617 Ack=1 Win=131072 Len=536 TSval=1123 TSecr=1121"
"218","0.124690","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=84153 Ack=1 Win=131072 Len=536 TSval=1125 TSecr=1123"
"219","0.124741","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=84689 Ack=1 Win=131072 Len=536 TSval=1125 TSecr=1123"
"221","0.126578","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=85225 Ack=1 Win=131072 Len=536 TSval=1127 TSecr=1125"
"222","0.126629","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=85761 Ack=1 Win=131072 Len=536 TSval=1127 TSecr=1125"
"224","0.128466","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=86297 Ack=1 Win=131072 Len=536 TSval=1129 TSecr=1127"
"225","0.128517","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=86833 Ack=1 Win=131072 Len=536 TSval=1129 TSecr=1127"
"227","0.130354","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=87369 Ack=1 Win=131072 Len=536 TSval=1131 TSecr=1129"
"228","0.130405","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=87905 Ack=1 Win=131072 Len=536 TSval=1131 TSecr=1129"
"230","0.132242","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=88441 Ack=1 Win=131072 Len=536 TSval=1133 TSecr=1131"
"231","0.132293","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=88977 Ack=1 Win=131072 Len=536 TSval=1133 TSecr=1131"
"233","0.134130","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=89513 Ack=1 Win=131072 Len=536 TSval=1135 TSecr=1133"
"234","0.134181","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=90049 Ack=1 Win=131072 Len=536 TSval=1135 TSecr=1133"
"236","0.136018","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=90585 Ack=1 Win=131072 Len=536 TSval=1137 TSecr=1134"
"237","0.136069","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=91121 Ack=1 Win=131072 Len=536 TSval=1137 TSecr=1134"
"239","0.137906","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=91657 Ack=1 Win=131072 Len=536 TSval=1138 TSecr=1136"
"240","0.137957","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=92193 Ack=1 Win=131072 Len=536 TSval=1138 TSecr=1136"
"242","0.139794","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=92729 Ack=1 Win=131072 Len=536 TSval=1140 TSecr=1138"
"243","0.139845","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=93265 Ack=1 Win=131072 Len=536 TSval=1140 TSecr=1138"
"244","0.139903","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=93801 Ack=1 Win=131072 Len=536 TSval=1140 TSecr=1138"
"246","0.141682","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=94337 Ack=1 Win=131072 Len=536 TSval=1142 TSecr=1140"
"247","0.141733","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=94873 Ack=1 Win=131072 Len=536 TSval=1142 TSecr=1140"
"249","0.143570","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=95409 Ack=1 Win=131072 Len=536 TSval=1144 TSecr=1142"
"250","0.143621","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=95945 Ack=1 Win=131072 Len=536 TSval=1144 TSecr=1142"
"252","0.145458","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=96481 Ack=1 Win=131072 Len=536 TSval=1146 TSecr=1144"
"253","0.145509","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=97017 Ack=1 Win=131072 Len=536 TSval=1146 TSecr=1144"
"255","0.147346","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=97553 Ack=1 Win=131072 Len=536 TSval=1148 TSecr=1146"
"256","0.147397","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=98089 Ack=1 Win=131072 Len=536 TSval=1148 TSecr=1146"
"258","0.149234","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=98625 Ack=1 Win=131072 Len=536 TSval=1150 TSecr=1148"
"259","0.149285","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=99161 Ack=1 Win=131072 Len=536 TSval=1150 TSecr=1148"
"261","0.151122","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=99697 Ack=1 Win=131072 Len=536 TSval=1152 TSecr=1150"
"262","0.151173","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=100233 Ack=1 Win=131072 Len=536 TSval=1152 TSecr=1150"
"264","0.153010","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=100769 Ack=1 Win=131072 Len=536 TSval=1154 TSecr=1151"
"265","0.153061","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=101305 Ack=1 Win=131072 Len=536 TSval=1154 TSecr=1151"
"267","0.154898","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=101841 Ack=1 Win=131072 Len=536 TSval=1155 TSecr=1153"
"268","0.154949","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=102377 Ack=1 Win=131072 Len=536 TSval=1155 TSecr=1153"
"270","0.156786","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=102913 Ack=1 Win=131072 Len=536 TSval=1157 TSecr=1155"
"271","0.156837","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=103449 Ack=1 Win=131072 Len=536 TSval=1157 TSecr=1155"
"273","0.158674","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=103985 Ack=1 Win=131072 Len=536 TSval=1159 TSecr=1157"
"274","0.158725","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=104521 Ack=1 Win=131072 Len=536 TSval=1159 TSecr=1157"
"275","0.158782","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=105057 Ack=1 Win=131072 Len=536 TSval=1159 TSecr=1157"
"277","0.160562","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=105593 Ack=1 Win=131072 Len=536 TSval=1161 TSecr=1159"
"278","0.160613","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=106129 Ack=1 Win=131072 Len=536 TSval=1161 TSecr=1159"
"280","0.162450","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=106665 Ack=1 Win=131072 Len=536 TSval=1163 TSecr=1161"
"281","0.162501","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=107201 Ack=1 Win=131072 Len=536 TSval=1163 TSecr=1161"
"283","0.164338","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=107737 Ack=1 Win=131072 Len=536 TSval=1165 TSecr=1163"
"284","0.164389","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=108273 Ack=1 Win=131072 Len=536 TSval=1165 TSecr=1163"
"286","0.166226","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=108809 Ack=1 Win=131072 Len=536 TSval=1167 TSecr=1165"
"287","0.166277","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=109345 Ack=1 Win=131072 Len=536 TSval=1167 TSecr=1165"
"289","0.168114","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=109881 Ack=1 Win=131072 Len=536 TSval=1169 TSecr=1167"
"290","0.168165","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=110417 Ack=1 Win=131072 Len=536 TSval=1169 TSecr=1167"
"292","0.170002","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=110953 Ack=1 Win=131072 Len=536 TSval=1171 TSecr=1168"
"293","0.170053","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=111489 Ack=1 Win=131072 Len=536 TSval=1171 TSecr=1168"
"295","0.171890","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=112025 Ack=1 Win=131072 Len=536 TSval=1172 TSecr=1170"
"296","0.171941","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=112561 Ack=1 Win=131072 Len=536 TSval=1172 TSecr=1170"
"298","0.173778","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=113097 Ack=1 Win=131072 Len=536 TSval=1174 TSecr=1172"
"299","0.173829","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=113633 Ack=1 Win=131072 Len=536 TSval=1174 TSecr=1172"
"301","0.175666","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=114169 Ack=1 Win=131072 Len=536 TSval=1176 TSecr=1174"
"302","0.175717","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=114705 Ack=1 Win=131072 Len=536 TSval=1176 TSecr=1174"
"304","0.177554","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=115241 Ack=1 Win=131072 Len=536 TSval=1178 TSecr=1176"
"305","0.177605","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=115777 Ack=1 Win=131072 Len=536 TSval=1178 TSecr=1176"
"306","0.177661","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=116313 Ack=1 Win=131072 Len=536 TSval=1178 TSecr=1176"
"308","0.179442","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=116849 Ack=1 Win=131072 Len=536 TSval=1180 TSecr=1178"
"309","0.179493","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=117385 Ack=1 Win=131072 Len=536 TSval=1180 TSecr=1178"
"311","0.181330","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=117921 Ack=1 Win=131072 Len=536 TSval=1182 TSecr=1180"
"312","0.181381","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=118457 Ack=1 Win=131072 Len=536 TSval=1182 TSecr=1180"
"314","0.183218","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=118993 Ack=1 Win=131072 Len=536 TSval=1184 TSecr=1182"
"315","0.183269","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=119529 Ack=1 Win=131072 Len=536 TSval=1184 TSecr=1182"
"317","0.185106","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=120065 Ack=1 Win=131072 Len=536 TSval=1186 TSecr=1183"
"318","0.185157","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=120601 Ack=1 Win=131072 Len=536 TSval=1186 TSecr=1183"
"320","0.186994","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=121137 Ack=1 Win=131072 Len=536 TSval=1187 TSecr=1185"
"321","0.187045","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=121673 Ack=1 Win=131072 Len=536 TSval=1187 TSecr=1185"
"323","0.188882","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=122209 Ack=1 Win=131072 Len=536 TSval=1189 TSecr=1187"
"324","0.188933","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=122745 Ack=1 Win=131072 Len=536 TSval=1189 TSecr=1187"
"326","0.190770","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=123281 Ack=1 Win=131072 Len=536 TSval=1191 TSecr=1189"
"327","0.190821","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=123817 Ack=1 Win=131072 Len=536 TSval=1191 TSecr=1189"
"329","0.192658","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=124353 Ack=1 Win=131072 Len=536 TSval=1193 TSecr=1191"
"330","0.192709","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=124889 Ack=1 Win=131072 Len=536 TSval=1193 TSecr=1191"
"332","0.194546","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=125425 Ack=1 Win=131072 Len=536 TSval=1195 TSecr=1193"
"333","0.194597","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=125961 Ack=1 Win=131072 Len=536 TSval=1195 TSecr=1193"
"335","0.196434","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=126497 Ack=1 Win=131072 Len=536 TSval=1197 TSecr=1195"
"336","0.196485","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=127033 Ack=1 Win=131072 Len=536 TSval=1197 TSecr=1195"
"337","0.196543","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=127569 Ack=1 Win=131072 Len=536 TSval=1197 TSecr=1195"
"339","0.198322","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=128105 Ack=1 Win=131072 Len=536 TSval=1199 TSecr=1197"
"340","0.198373","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=128641 Ack=1 Win=131072 Len=536 TSval=1199 TSecr=1197"
"342","0.200210","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=129177 Ack=1 Win=131072 Len=536 TSval=1201 TSecr=1199"
"343","0.200261","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=129713 Ack=1 Win=131072 Len=536 TSval=1201 TSecr=1199"
"345","0.202098","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=130249 Ack=1 Win=131072 Len=536 TSval=1203 TSecr=1200"
"346","0.202149","167.7.2.3","167.7.4.2","TCP","358","","49153  >  http-alt(8080) [ACK] Seq=130785 Ack=1 Win=131072 Len=288 TSval=1203 TSecr=1200"
